states,city,description
Arizona,"Surprise, AZ","The crime incident count of Surprise, AZ was 79 for aggravated assault. The crime incident count of Surprise, AZ was 5,253 for all crimes. The crime incident count of Surprise, AZ was 5 for arson. The crime incident count of Surprise, AZ was 353 for burglary. The crime incident count of Surprise, AZ was 1,980 for larceny. The crime incident count of Surprise, AZ was 156 for motor vehicle theft. The crime incident count of Surprise, AZ was 6 for murder and nonnegligent manslaughter. The crime incident count of Surprise, AZ was 2,489 for property crime. The crime incident count of Surprise, AZ was 12 for rape (revised definition). The crime incident count of Surprise, AZ was 38 for robbery. The crime incident count of Surprise, AZ was 135 for violent crime."
Arizona,"Tempe, AZ","The crime incident count of Tempe, AZ was 506 for aggravated assault. The crime incident count of Tempe, AZ was 18,130 for all crimes. The crime incident count of Tempe, AZ was 38 for arson. The crime incident count of Tempe, AZ was 1,200 for burglary. The crime incident count of Tempe, AZ was 6,494 for larceny. The crime incident count of Tempe, AZ was 450 for motor vehicle theft. The crime incident count of Tempe, AZ was 4 for murder and nonnegligent manslaughter. The crime incident count of Tempe, AZ was 8,144 for property crime. The crime incident count of Tempe, AZ was 155 for rape (revised definition). The crime incident count of Tempe, AZ was 237 for robbery. The crime incident count of Tempe, AZ was 902 for violent crime."
Arizona,"Tucson, AZ","The crime incident count of Tucson, AZ was 2,511 for aggravated assault. The crime incident count of Tucson, AZ was 71,139 for all crimes. The crime incident count of Tucson, AZ was 119 for arson. The crime incident count of Tucson, AZ was 4,138 for burglary. The crime incident count of Tucson, AZ was 25,185 for larceny. The crime incident count of Tucson, AZ was 1,942 for motor vehicle theft. The crime incident count of Tucson, AZ was 30 for murder and nonnegligent manslaughter. The crime incident count of Tucson, AZ was 31,265 for property crime. The crime incident count of Tucson, AZ was 469 for rape (revised definition). The crime incident count of Tucson, AZ was 1,235 for robbery. The crime incident count of Tucson, AZ was 4,245 for violent crime."
California,"Alameda, CA","The crime incident count of Alameda, CA was 74 for aggravated assault. The crime incident count of Alameda, CA was 4,371 for all crimes. The crime incident count of Alameda, CA was 29 for arson. The crime incident count of Alameda, CA was 226 for burglary. The crime incident count of Alameda, CA was 1,351 for larceny. The crime incident count of Alameda, CA was 443 for motor vehicle theft. The crime incident count of Alameda, CA was 1 for murder and nonnegligent manslaughter. The crime incident count of Alameda, CA was 2,020 for property crime. The crime incident count of Alameda, CA was 8 for rape (revised definition). The crime incident count of Alameda, CA was 68 for robbery. The crime incident count of Alameda, CA was 151 for violent crime."
California,"Alhambra, CA","The crime incident count of Alhambra, CA was 64 for aggravated assault. The crime incident count of Alhambra, CA was 4,510 for all crimes. The crime incident count of Alhambra, CA was 4 for arson. The crime incident count of Alhambra, CA was 422 for burglary. The crime incident count of Alhambra, CA was 1,447 for larceny. The crime incident count of Alhambra, CA was 238 for motor vehicle theft. The crime incident count of Alhambra, CA was 0 for murder and nonnegligent manslaughter. The crime incident count of Alhambra, CA was 2,107 for property crime. The crime incident count of Alhambra, CA was 9 for rape (revised definition). The crime incident count of Alhambra, CA was 73 for robbery. The crime incident count of Alhambra, CA was 146 for violent crime."
California,"Aliso Viejo, CA","The crime incident count of Aliso Viejo, CA was 20 for aggravated assault. The crime incident count of Aliso Viejo, CA was 880 for all crimes. The crime incident count of Aliso Viejo, CA was 0 for arson. The crime incident count of Aliso Viejo, CA was 61 for burglary. The crime incident count of Aliso Viejo, CA was 323 for larceny. The crime incident count of Aliso Viejo, CA was 27 for motor vehicle theft. The crime incident count of Aliso Viejo, CA was 0 for murder and nonnegligent manslaughter. The crime incident count of Aliso Viejo, CA was 411 for property crime. The crime incident count of Aliso Viejo, CA was 4 for rape (revised definition). The crime incident count of Aliso Viejo, CA was 5 for robbery. The crime incident count of Aliso Viejo, CA was 29 for violent crime."
California,"Anaheim, CA","The crime incident count of Anaheim, CA was 689 for aggravated assault. The crime incident count of Anaheim, CA was 21,685 for all crimes. The crime incident count of Anaheim, CA was 33 for arson. The crime incident count of Anaheim, CA was 1,469 for burglary. The crime incident count of Anaheim, CA was 6,764 for larceny. The crime incident count of Anaheim, CA was 1,384 for motor vehicle theft. The crime incident count of Anaheim, CA was 7 for murder and nonnegligent manslaughter. The crime incident count of Anaheim, CA was 9,617 for property crime. The crime incident count of Anaheim, CA was 123 for rape (revised definition). The crime incident count of Anaheim, CA was 390 for robbery. The crime incident count of Anaheim, CA was 1,209 for violent crime."
California,"Antioch, CA","The crime incident count of Antioch, CA was 403 for aggravated assault. The crime incident count of Antioch, CA was 8,956 for all crimes. The crime incident count of Antioch, CA was 56 for arson. The crime incident count of Antioch, CA was 762 for burglary. The crime incident count of Antioch, CA was 2,012 for larceny. The crime incident count of Antioch, CA was 916 for motor vehicle theft. The crime incident count of Antioch, CA was 9 for murder and nonnegligent manslaughter. The crime incident count of Antioch, CA was 3,690 for property crime. The crime incident count of Antioch, CA was 55 for rape (revised definition). The crime incident count of Antioch, CA was 293 for robbery. The crime incident count of Antioch, CA was 760 for violent crime."
California,"Apple Valley, CA","The crime incident count of Apple Valley, CA was 210 for aggravated assault. The crime incident count of Apple Valley, CA was 4,115 for all crimes. The crime incident count of Apple Valley, CA was 17 for arson. The crime incident count of Apple Valley, CA was 417 for burglary. The crime incident count of Apple Valley, CA was 1,064 for larceny. The crime incident count of Apple Valley, CA was 254 for motor vehicle theft. The crime incident count of Apple Valley, CA was 4 for murder and nonnegligent manslaughter. The crime incident count of Apple Valley, CA was 1,735 for property crime. The crime incident count of Apple Valley, CA was 26 for rape (revised definition). The crime incident count of Apple Valley, CA was 74 for robbery. The crime incident count of Apple Valley, CA was 314 for violent crime."
California,"Arcadia, CA","The crime incident count of Arcadia, CA was 33 for aggravated assault. The crime incident count of Arcadia, CA was 3,455 for all crimes. The crime incident count of Arcadia, CA was 5 for arson. The crime incident count of Arcadia, CA was 520 for burglary. The crime incident count of Arcadia, CA was 1,045 for larceny. The crime incident count of Arcadia, CA was 77 for motor vehicle theft. The crime incident count of Arcadia, CA was 2 for murder and nonnegligent manslaughter. The crime incident count of Arcadia, CA was 1,642 for property crime. The crime incident count of Arcadia, CA was 4 for rape (revised definition). The crime incident count of Arcadia, CA was 44 for robbery. The crime incident count of Arcadia, CA was 83 for violent crime."
California,"Atascadero, CA","The crime incident count of Atascadero, CA was 64 for aggravated assault. The crime incident count of Atascadero, CA was 1,174 for all crimes. The crime incident count of Atascadero, CA was 6 for arson. The crime incident count of Atascadero, CA was 109 for burglary. The crime incident count of Atascadero, CA was 345 for larceny. The crime incident count of Atascadero, CA was 47 for motor vehicle theft. The crime incident count of Atascadero, CA was 1 for murder and nonnegligent manslaughter. The crime incident count of Atascadero, CA was 501 for property crime. The crime incident count of Atascadero, CA was 11 for rape (revised definition). The crime incident count of Atascadero, CA was 7 for robbery. The crime incident count of Atascadero, CA was 83 for violent crime."
California,"Azusa, CA","The crime incident count of Azusa, CA was 110 for aggravated assault. The crime incident count of Azusa, CA was 2,634 for all crimes. The crime incident count of Azusa, CA was 6 for arson. The crime incident count of Azusa, CA was 261 for burglary. The crime incident count of Azusa, CA was 695 for larceny. The crime incident count of Azusa, CA was 183 for motor vehicle theft. The crime incident count of Azusa, CA was 1 for murder and nonnegligent manslaughter. The crime incident count of Azusa, CA was 1,139 for property crime. The crime incident count of Azusa, CA was 18 for rape (revised definition). The crime incident count of Azusa, CA was 46 for robbery. The crime incident count of Azusa, CA was 175 for violent crime."
California,"Bakersfield, CA","The crime incident count of Bakersfield, CA was 1,108 for aggravated assault. The crime incident count of Bakersfield, CA was 38,250 for all crimes. The crime incident count of Bakersfield, CA was 332 for arson. The crime incident count of Bakersfield, CA was 3,887 for burglary. The crime incident count of Bakersfield, CA was 10,203 for larceny. The crime incident count of Bakersfield, CA was 3,048 for motor vehicle theft. The crime incident count of Bakersfield, CA was 32 for murder and nonnegligent manslaughter. The crime incident count of Bakersfield, CA was 17,138 for property crime. The crime incident count of Bakersfield, CA was 67 for rape (revised definition). The crime incident count of Bakersfield, CA was 614 for robbery. The crime incident count of Bakersfield, CA was 1,821 for violent crime."
